atga_last_6,atgf_last_6,atsa_last_6,atsf_last_6,atsta_last_6,atstf_last_6,htga_last_6,htgf_last_6,htsa_last_6,htsf_last_6,htsta_last_6,htstf_last_6,FTR
9,6,94,48,44,23,5,7,58,59,33,20,A
6,7,72,88,43,42,6,8,70,65,35,33,H
8,13,50,77,23,42,6,10,83,62,40,34,H
13,4,86,60,42,29,8,5,80,58,41,30,H
9,2,79,44,45,28,0,12,37,107,15,55,H
9,2,85,61,44,30,12,5,88,50,46,24,D
5,11,63,98,30,55,9,6,75,54,36,29,A
7,6,70,53,37,30,8,9,72,61,38,29,H
4,8,67,68,32,33,8,8,62,71,34,40,A
9,5,64,61,35,36,7,7,63,94,34,45,A
7,14,73,65,37,34,7,2,80,49,47,31,A
12,6,75,58,41,29,10,13,56,81,29,43,H
10,5,63,75,34,32,4,12,69,90,30,50,H
6,9,73,61,37,28,8,2,77,67,42,33,A
7,5,64,59,38,23,6,10,51,90,20,46,D
6,12,77,72,36,42,3,10,63,64,33,34,H
0,14,43,105,18,55,12,8,74,55,42,33,H
8,7,71,73,37,38,9,7,92,49,49,28,D
9,4,86,54,43,29,13,4,91,64,47,33,D
8,6,71,66,42,42,10,2,76,69,43,33,A
1,13,45,111,20,61,10,12,55,82,31,47,A
6,15,66,74,33,40,7,7,62,100,35,53,H
9,6,70,57,39,22,4,14,62,99,26,53,H
6,11,74,66,34,32,3,9,59,64,31,33,H
10,6,90,59,48,34,7,11,49,93,16,44,D
13,6,78,56,47,32,14,5,97,60,50,32,H
7,6,70,71,37,36,11,8,79,57,49,34,H
8,12,80,69,41,37,8,6,83,50,43,26,H
12,8,83,61,52,35,9,6,71,66,36,29,A
8,12,59,84,31,46,9,13,71,77,37,38,D
6,14,62,109,25,59,9,9,82,62,45,32,D
9,2,75,65,43,28,12,7,86,54,44,22,H
5,9,72,59,40,31,7,4,77,62,44,39,H
4,12,57,67,28,37,1,14,51,106,22,62,H
7,2,79,47,44,30,11,6,98,57,50,33,D
7,7,62,94,33,51,7,6,73,66,37,36,H
13,6,77,66,42,36,7,12,70,77,34,39,H
9,12,51,92,19,38,12,6,81,56,47,30,D
1,13,37,116,16,65,6,2,78,51,41,29,A
6,15,54,82,29,45,11,11,84,64,47,37,A
8,6,86,59,45,34,6,12,66,56,34,30,D
6,8,57,73,29,40,17,5,88,57,49,28,A
12,4,66,71,35,30,8,11,44,94,17,43,H
10,4,85,52,53,28,7,14,57,118,28,60,H
8,12,72,74,40,41,9,6,67,74,36,44,D
9,6,101,69,49,35,13,2,84,61,48,25,D
10,8,89,54,46,32,8,11,68,71,37,42,A
9,11,81,58,39,26,7,8,67,66,36,31,D
9,2,86,53,42,29,11,3,96,52,60,28,H
10,8,68,83,41,50,8,9,79,73,37,38,D
8,14,40,91,17,41,1,12,40,106,17,59,H
10,10,74,64,43,37,5,5,74,51,38,27,A
6,8,70,47,33,24,6,10,65,72,35,42,H
12,5,76,68,44,31,11,11,99,60,55,38,D
15,5,87,61,49,34,9,11,66,74,38,39,A
8,5,73,64,37,37,10,12,87,59,41,28,H
6,9,61,68,31,33,15,3,65,65,34,28,A
7,14,49,125,26,66,6,16,52,79,29,46,H
9,11,77,66,47,35,11,2,97,56,47,30,H
5,14,65,66,34,37,8,9,60,76,35,37,D
16,3,64,63,36,27,9,14,81,66,35,33,H
8,8,72,71,31,35,11,5,76,57,41,31,H
1,11,44,101,18,57,14,6,71,70,40,34,A
12,6,74,62,42,37,11,8,65,51,29,26,D
5,10,74,70,42,31,8,11,54,84,24,35,H
10,3,101,60,44,29,8,15,57,116,33,61,H
10,5,100,54,63,25,12,11,100,63,54,39,H
5,16,55,83,30,49,5,12,72,53,32,31,D
7,6,52,78,32,35,18,5,72,70,41,35,H
12,7,64,54,28,30,12,3,107,55,44,26,A
3,9,56,73,28,37,2,11,50,101,20,56,D
9,17,92,74,42,38,6,4,75,54,36,32,A
6,11,46,94,22,45,11,7,70,58,40,33,A
8,6,70,62,35,33,8,9,74,68,45,31,H
16,7,75,70,42,36,10,6,94,57,57,31,H
12,11,97,59,57,34,10,8,75,67,35,28,H
8,16,48,123,31,61,10,7,67,81,40,47,A
11,2,98,56,40,26,15,6,80,63,42,31,A
8,6,89,65,49,30,7,17,92,75,44,40,H
6,4,73,65,36,36,7,4,53,71,33,33,H
11,6,67,74,38,46,9,7,70,54,33,25,H
10,5,72,54,39,31,7,17,52,118,33,60,H
8,9,77,65,45,30,3,7,70,69,31,34,H
6,13,73,49,32,30,4,10,48,95,26,48,H
1,11,48,108,20,54,12,11,102,57,59,33,H
15,4,69,71,40,37,4,11,47,76,24,41,H
9,8,71,67,32,28,11,6,61,51,26,27,H
12,5,74,68,36,37,3,8,71,74,33,38,A
14,4,62,73,35,36,11,3,105,51,46,26,D
5,6,72,68,34,32,9,4,99,53,46,28,A
15,6,81,74,42,35,11,3,84,48,48,25,H
5,16,53,108,32,59,9,7,63,63,32,28,A
10,8,67,59,30,25,3,11,46,111,20,58,H
4,17,81,80,39,46,7,12,74,44,30,25,H
10,5,54,46,25,24,12,7,74,67,34,38,H
10,13,99,57,59,33,12,5,64,75,36,44,H
5,4,47,74,29,36,9,6,78,65,48,29,H
6,12,81,72,42,41,4,11,49,70,23,36,H
8,5,87,76,50,35,11,8,66,63,35,30,D
4,16,61,104,30,59,3,12,51,100,22,53,A
8,6,57,80,32,47,8,4,71,60,33,31,A
7,11,78,40,31,24,9,11,86,54,55,27,D
2,11,40,95,20,49,7,3,51,72,33,33,A
3,8,72,66,30,32,11,7,62,59,27,24,D
7,7,79,56,46,28,10,4,95,53,45,25,D
7,9,85,65,50,33,11,6,49,55,26,30,A
12,10,69,72,31,41,13,6,75,76,38,40,A
2,13,44,83,23,42,9,3,68,57,32,29,A
4,13,45,77,22,41,9,6,78,81,45,37,A
14,6,78,78,39,39,8,8,87,63,51,30,A
11,7,56,61,23,27,2,10,50,76,24,39,H
13,7,52,62,28,36,3,14,69,82,33,45,H
9,1,58,54,30,24,6,8,73,35,30,19,A
8,2,55,67,35,32,7,12,83,72,44,42,D
11,4,93,52,47,28,12,12,69,59,30,31,H
9,6,65,67,32,31,6,7,53,76,30,46,D
4,9,48,93,21,48,7,5,61,85,33,38,D
7,8,68,53,42,28,6,8,81,53,47,24,H
4,10,52,71,26,36,3,8,73,59,33,27,H
8,8,82,57,51,30,2,17,58,87,22,46,H
9,3,61,61,31,32,7,6,66,51,39,27,A
5,8,50,83,23,41,4,7,46,83,21,43,H
0,13,40,78,20,44,10,5,89,52,48,29,A
3,5,37,61,18,35,6,9,84,55,50,23,H
11,6,52,64,21,30,12,7,57,58,30,31,H
7,2,52,68,30,34,8,5,62,61,31,28,D
7,3,76,36,33,19,13,6,73,76,35,39,H
6,9,89,60,48,32,12,14,62,67,29,38,H
3,7,78,62,36,26,7,3,57,77,30,35,D
7,6,56,67,30,37,4,8,70,74,36,30,H
5,9,78,55,44,22,6,4,64,55,32,28,D
11,7,68,72,29,39,8,7,52,76,24,33,A
5,3,67,80,34,36,9,9,91,57,53,29,A
8,15,56,75,25,40,0,11,46,73,22,37,H
10,5,95,57,52,32,9,3,70,43,35,19,H
3,17,62,93,24,53,8,3,62,63,36,37,H
4,9,44,80,18,41,5,6,86,47,41,23,A
7,3,59,58,35,29,12,4,64,55,33,26,A
11,7,60,65,32,36,4,4,36,52,15,28,A
8,5,62,72,35,42,14,5,96,55,56,30,H
8,6,55,94,28,44,6,4,61,60,37,28,D
4,4,60,52,30,27,10,5,62,67,36,36,A
5,11,77,73,40,32,12,9,70,68,38,41,D
5,4,36,61,21,35,6,4,70,72,35,37,D
7,5,74,48,37,24,4,9,74,50,42,18,D
12,8,72,68,39,41,7,4,55,90,30,43,H
5,11,46,59,18,34,3,6,55,53,25,29,D
5,5,60,68,27,37,9,6,65,64,34,32,A
5,2,54,61,30,29,11,5,71,65,42,38,H
11,5,62,72,37,35,7,3,65,50,35,21,H
10,8,80,71,38,42,12,4,63,61,30,32,H
2,9,70,50,37,21,4,11,76,72,40,36,H
7,14,51,75,28,44,5,4,39,47,22,23,D
11,5,68,51,32,32,5,14,66,96,28,53,H
2,6,57,56,23,27,7,4,54,93,28,43,H
15,8,90,60,49,34,10,8,89,56,55,26,H
9,7,59,74,36,37,3,10,46,57,16,28,H
0,11,44,67,22,37,12,8,78,59,38,35,A
5,3,69,52,34,23,10,8,77,64,38,37,A
9,5,73,55,38,33,4,6,77,45,40,20,D
10,11,78,66,51,32,10,4,58,69,35,34,D
8,6,44,61,26,30,3,8,45,67,16,31,H
10,5,67,70,39,33,5,14,68,91,29,52,D
8,6,52,95,28,48,9,15,62,77,36,46,D
4,7,64,57,30,31,15,9,95,53,54,35,D
5,10,72,77,41,42,12,9,80,62,40,37,H
1,12,55,66,32,39,6,3,68,63,33,30,D
9,7,65,73,34,39,5,7,60,68,25,40,D
3,5,78,42,40,17,11,9,78,71,51,30,H
11,8,77,67,43,42,1,10,58,68,30,38,D
5,13,62,96,28,53,5,9,79,80,42,42,A
4,7,55,74,22,42,5,6,57,47,26,24,A
10,13,69,70,35,39,11,6,77,73,40,34,A
2,10,44,75,16,35,7,7,72,70,37,36,H
14,8,86,43,50,26,9,5,76,62,38,37,H
8,7,78,65,35,38,10,5,63,56,35,28,A
10,4,67,69,40,33,9,8,48,94,27,44,H
6,3,73,63,33,25,4,5,71,55,40,26,H
9,9,73,66,39,45,7,8,78,67,38,38,H
12,7,80,54,45,27,4,6,79,63,46,34,A
12,8,74,78,37,37,13,5,72,59,42,31,A
11,11,71,77,44,37,5,3,76,69,37,30,A
6,6,76,66,33,39,4,9,62,80,26,46,H
4,11,44,79,20,36,13,5,71,73,42,34,H
8,9,78,69,41,38,9,10,79,77,45,41,H
7,16,55,109,23,62,7,5,57,54,27,26,A
3,11,56,74,31,38,6,10,43,93,21,46,D
9,12,73,69,37,37,7,4,82,40,43,16,A
6,13,52,100,26,58,4,9,56,70,31,34,D
9,12,75,76,43,40,8,11,78,61,39,32,D
6,3,77,68,38,30,11,9,82,46,44,25,D
8,5,60,45,29,23,9,11,82,58,40,32,H
13,5,75,68,44,37,8,6,76,68,32,37,A
6,11,46,71,20,35,10,8,78,71,39,36,D
12,5,70,67,40,30,10,9,80,75,38,37,H
8,12,74,72,40,40,4,8,49,72,25,36,D
9,3,85,43,48,19,4,7,40,76,22,34,D
3,11,53,82,20,47,12,9,75,55,41,36,D
5,6,65,72,43,38,6,12,63,80,33,41,D
8,9,76,67,38,38,5,9,61,78,33,41,A
2,5,72,56,34,28,11,9,92,66,42,38,D
9,5,66,50,35,24,9,7,58,64,29,39,D
5,7,69,70,32,26,10,3,95,52,50,27,H
11,9,72,82,38,41,11,7,56,74,35,41,D
6,7,71,94,33,43,2,4,38,104,16,49,H
2,11,45,102,17,47,5,7,72,65,31,27,A
4,15,62,86,35,53,6,9,69,74,30,35,A
4,5,68,54,35,30,11,6,76,52,37,26,A
11,5,82,64,46,32,6,6,77,73,39,35,H
9,7,59,66,37,36,18,2,88,47,48,22,D
12,11,84,67,34,37,6,4,82,79,38,33,D
2,6,39,99,15,49,6,5,75,48,30,23,A
5,9,65,58,38,25,5,6,76,53,40,28,H
9,8,65,70,31,38,7,6,72,72,38,42,H
4,7,73,72,36,25,11,10,68,86,38,45,D
5,9,71,74,37,37,6,10,75,69,41,26,H
6,6,81,60,40,25,1,6,49,90,18,41,H
10,8,64,78,35,42,6,8,83,60,45,34,H
18,3,91,52,49,25,16,8,92,62,56,28,H
12,13,59,91,35,49,1,10,44,99,14,50,D
6,5,71,69,35,41,7,7,68,63,41,28,H
5,2,73,80,28,30,8,7,61,64,37,36,A
11,5,83,59,42,35,3,14,59,83,30,52,H
9,12,70,91,34,46,11,9,86,65,31,32,A
5,3,79,58,31,29,4,5,72,64,41,34,H
6,6,65,69,39,40,4,16,61,91,33,57,H
0,10,49,92,18,47,6,11,77,63,42,26,A
16,8,86,63,51,26,4,6,68,72,43,35,H
2,11,49,102,18,51,8,7,76,67,40,42,A
15,3,77,55,38,23,11,8,91,65,33,36,D
6,4,83,58,31,31,7,10,85,72,50,45,H
4,2,68,89,27,36,12,7,69,86,42,47,A
8,11,75,94,41,48,10,3,89,57,46,23,A
11,7,92,61,46,36,6,8,70,69,39,35,H
14,11,76,77,42,41,9,10,68,72,42,36,H
9,7,81,68,38,40,12,8,87,70,41,44,D
8,11,68,82,39,40,17,10,79,71,45,31,H
6,10,74,68,46,38,7,13,64,91,34,52,D
11,2,91,52,50,20,6,2,79,60,27,33,H
6,11,82,76,48,45,4,3,57,80,27,35,H
12,5,73,82,45,44,1,13,50,99,20,55,H
9,10,88,51,50,27,8,3,79,52,46,28,D
9,7,82,61,40,35,13,2,79,52,41,24,A
4,17,54,94,29,56,3,11,48,102,17,46,D
5,9,69,72,42,34,16,12,77,78,44,42,A
15,10,73,74,41,40,16,4,82,76,55,41,D
4,12,64,86,29,45,10,11,73,68,38,34,A
2,9,55,76,26,36,13,4,87,53,52,19,A
15,12,72,74,38,33,7,5,76,63,36,36,H
4,6,51,93,18,44,6,10,71,65,45,27,D
9,2,66,49,34,23,10,9,81,50,48,25,H
2,16,53,100,23,60,4,15,50,95,27,52,D
6,5,74,67,25,39,8,7,74,53,35,27,H
7,3,72,52,38,27,6,7,75,65,46,32,D
12,9,78,74,35,49,11,11,82,76,46,46,H
7,5,70,61,40,32,11,1,73,47,38,22,A
7,7,75,62,38,38,4,6,57,92,23,45,H
13,12,73,74,42,38,12,7,75,68,34,43,D
11,11,79,71,46,41,5,16,66,87,30,50,D
6,10,66,75,44,33,4,17,61,94,27,56,H
14,3,90,49,54,18,13,10,62,69,34,39,H
14,5,78,65,52,32,7,4,71,55,40,30,D
9,11,77,54,42,30,9,5,82,64,31,40,A
8,10,65,61,33,34,2,11,60,73,28,35,D
5,14,46,95,26,48,16,12,67,77,37,35,A
4,8,57,94,24,53,13,10,79,71,42,39,A
10,11,82,59,44,33,12,3,82,57,53,34,A
18,11,74,70,39,33,8,8,86,70,50,41,H
11,6,68,76,34,45,7,11,72,59,40,30,H
4,17,69,99,33,62,6,3,69,65,40,33,H
5,15,67,94,32,55,11,6,77,72,33,46,A
16,2,94,46,55,15,6,12,50,96,28,46,H
1,12,49,84,21,44,11,1,74,52,40,21,A
7,10,75,78,52,37,6,4,84,54,45,33,D
12,13,63,78,32,40,4,9,67,64,38,35,D
6,10,78,63,40,34,8,10,66,76,42,39,A
12,0,71,51,38,19,16,6,78,75,44,40,H
8,7,79,67,45,38,17,2,93,44,51,14,D
8,16,72,70,42,39,1,10,58,84,28,46,D
13,3,80,59,52,37,13,8,62,62,31,29,D
4,10,60,69,31,40,1,14,52,77,24,45,H
13,9,80,65,41,33,11,8,67,75,44,44,H
6,13,48,93,26,40,6,13,86,65,47,36,A
5,3,72,59,37,31,4,10,54,97,23,54,H
12,6,81,59,37,40,9,10,70,68,34,33,A
8,6,80,53,51,34,5,16,58,101,29,61,H
5,12,48,89,24,41,14,7,82,70,41,31,D
2,12,49,99,20,59,14,8,71,63,42,33,H
12,8,81,60,41,38,14,5,77,67,39,32,H
12,0,80,56,44,28,5,14,64,99,30,60,H
8,6,81,52,54,27,5,14,77,63,38,35,H
13,5,72,84,45,42,1,14,43,76,18,42,H
1,8,49,90,20,44,4,13,79,65,43,36,A
4,10,69,65,31,38,10,7,74,77,45,44,A
14,3,80,43,40,16,8,3,80,52,43,27,H
6,11,59,76,32,34,11,3,74,58,46,37,H
8,5,67,53,38,26,10,10,56,74,28,36,H
10,5,76,83,44,47,16,4,73,47,38,23,H
6,13,78,71,45,39,12,4,71,77,42,34,D
8,11,48,75,24,40,2,9,56,87,26,44,A
3,16,66,72,35,45,3,8,68,64,28,36,A
13,6,72,78,38,39,11,6,83,45,56,22,A
10,5,72,64,44,40,16,1,90,53,47,25,A
7,7,72,59,41,33,10,5,66,48,38,25,H
11,9,75,57,41,30,13,9,86,54,46,34,D
5,14,63,101,31,59,4,11,50,97,23,57,A
1,14,45,78,16,40,7,11,61,72,31,34,H
6,11,48,78,25,39,5,10,61,67,34,33,H
6,9,59,56,32,32,7,12,79,70,50,43,D
12,7,88,53,47,33,10,8,79,55,49,30,H
16,7,66,48,33,25,11,5,81,47,54,24,D
3,9,58,86,28,46,4,10,44,105,22,55,H
5,8,70,65,33,36,6,5,67,64,39,41,A
12,4,77,78,50,35,11,8,84,55,48,31,H
15,1,90,61,49,32,9,6,72,70,36,36,D
2,8,49,72,17,38,15,8,74,77,44,45,A
3,16,72,77,36,50,4,11,75,88,33,48,H
7,11,72,66,44,43,2,7,55,69,21,39,D
5,14,38,108,18,55,15,3,98,62,55,36,A
9,10,74,54,43,30,4,14,83,65,41,43,H
5,9,63,60,34,31,6,6,58,85,28,42,D
3,11,63,96,29,55,13,5,87,78,56,37,A
11,3,78,47,52,20,7,11,52,79,27,40,H
9,9,83,59,45,34,5,9,66,64,29,33,D
10,7,62,84,34,44,15,8,62,48,29,26,H
7,5,66,66,39,40,12,6,82,50,44,28,H
14,8,62,81,37,45,7,9,60,55,36,31,D
3,13,61,91,25,51,6,5,70,66,37,33,H
11,12,71,64,44,39,11,9,50,50,27,30,A
7,9,85,64,49,39,8,12,55,72,29,40,H
11,10,84,48,46,30,16,4,95,69,62,32,H
5,7,65,59,38,31,3,15,77,77,38,51,A
10,5,64,76,37,45,6,6,60,74,29,36,A
8,7,53,85,29,48,5,10,58,68,23,37,H
14,4,70,51,48,21,10,8,87,50,50,25,D
14,8,62,76,37,40,12,4,104,62,54,38,A
6,14,42,110,19,53,9,11,47,50,29,28,D
6,6,68,63,35,29,5,9,64,55,36,29,H
11,17,52,77,28,47,12,10,58,62,37,36,H
6,10,52,75,21,42,13,3,73,56,44,26,A
9,9,82,61,49,28,4,14,66,85,25,51,H
6,9,74,63,38,36,7,6,71,74,38,44,A
7,4,69,77,33,37,11,12,86,70,52,44,A
8,9,61,41,37,22,7,7,56,68,33,42,A
11,10,42,46,25,31,6,11,40,112,20,53,D
10,6,76,61,47,30,11,10,68,83,37,48,H
12,5,118,66,67,41,14,10,76,47,48,28,H
8,6,83,65,53,29,4,10,67,70,35,40,D
12,11,88,67,54,42,11,11,53,65,34,35,H
10,16,59,69,29,44,7,11,53,72,22,42,H
11,10,53,47,35,28,12,5,110,63,63,35,A
7,10,72,49,43,28,6,11,61,64,36,37,H
8,6,62,72,38,44,4,13,65,88,26,53,H
7,8,40,104,18,50,8,5,64,65,34,37,D
13,4,69,49,38,25,7,6,75,74,43,35,H
7,6,74,75,36,44,11,5,72,48,41,25,H
10,8,55,78,33,45,10,11,62,53,37,30,A
7,11,50,69,22,44,7,6,82,60,53,27,A
8,4,71,60,37,33,10,10,53,76,33,44,D
3,10,56,79,30,45,12,5,66,52,36,23,A
11,8,64,54,36,29,13,4,85,62,55,40,D
9,4,99,55,55,30,8,3,72,72,35,41,H
3,15,62,95,25,62,14,9,87,66,57,41,A
9,7,70,51,42,28,11,14,60,63,32,38,H
8,7,69,75,38,39,6,9,70,47,40,26,D
6,9,60,59,33,31,7,10,47,48,30,25,A
9,13,47,65,29,37,5,8,41,103,17,52,D
6,8,54,81,31,44,10,14,55,55,29,29,D
13,3,82,69,55,41,3,12,51,79,23,44,H
14,5,71,47,36,18,7,6,62,52,30,31,D
6,6,49,53,31,21,9,4,72,63,33,33,H
7,5,84,60,56,25,10,6,73,56,44,29,H
15,8,93,65,57,41,6,12,54,71,24,46,H
5,6,72,43,42,21,11,5,110,50,58,26,D
11,15,65,68,35,46,7,9,63,58,33,29,D
8,6,68,81,35,44,3,16,52,111,25,68,H
6,10,40,101,17,53,7,8,68,75,36,41,H
7,3,67,55,33,29,15,6,101,55,63,34,A
2,16,51,118,26,71,9,14,67,63,36,45,D
6,12,45,77,19,48,6,5,79,75,42,44,D
6,7,74,75,39,39,6,5,47,53,31,23,H
8,7,61,57,37,31,6,6,39,100,16,51,H
5,8,50,65,26,33,6,9,49,74,26,41,D
10,4,97,53,50,26,6,5,83,61,56,26,D
2,13,48,80,21,43,5,6,75,47,42,24,A
10,14,58,51,31,26,13,4,74,47,36,19,H
7,4,74,63,35,34,14,1,83,53,53,31,D
7,3,71,59,47,28,6,6,71,62,32,29,D
6,5,45,55,26,20,7,7,58,53,37,31,H
9,5,73,49,34,23,5,5,71,64,38,33,H
14,2,94,56,58,33,8,11,55,53,31,28,H
9,10,74,61,42,45,9,4,86,50,47,25,A
7,6,87,83,48,44,5,5,58,54,29,26,A
16,5,91,51,56,30,5,6,54,57,22,27,H
5,7,36,92,15,52,3,9,53,83,21,52,D
6,5,82,47,46,24,3,13,51,117,31,70,A
4,7,54,80,28,39,3,16,44,82,17,46,H
2,14,40,85,16,48,7,3,79,49,50,25,D
6,5,69,69,32,34,9,4,69,49,34,21,A
5,5,63,62,34,32,5,7,37,83,15,45,H
3,13,49,129,33,76,16,2,91,58,56,34,A
6,6,74,57,45,30,6,7,93,72,51,39,H
10,3,76,47,37,24,6,4,49,73,26,28,H
8,13,57,61,31,32,11,1,88,54,50,27,A
3,4,60,68,28,33,5,5,54,63,30,23,H
1,6,58,58,20,30,7,7,82,52,44,28,A
8,13,57,66,31,39,4,14,27,90,10,48,D
5,7,73,60,40,41,8,5,87,40,50,22,H
6,6,83,55,52,28,11,3,86,43,50,24,D
4,17,48,127,34,73,8,3,70,62,35,33,A
5,5,39,89,18,45,9,5,79,60,42,33,D
11,2,89,54,48,28,6,7,71,61,39,31,A
6,8,62,66,35,26,19,3,95,52,59,29,A
2,7,60,72,23,45,4,6,66,66,33,33,A
6,9,37,81,17,42,7,4,62,71,31,37,A
6,6,89,71,48,36,1,6,71,66,28,35,H
7,4,70,63,39,31,6,11,36,79,16,44,H
9,2,74,66,36,38,5,7,70,67,39,26,D
14,3,79,62,44,33,4,13,34,82,15,48,H
8,5,77,67,42,38,8,2,85,54,45,28,H
2,8,75,69,32,35,6,4,82,56,51,28,A
10,3,79,54,44,28,7,7,72,70,46,45,H
4,14,30,90,12,46,5,4,49,85,23,46,D
6,6,63,63,35,33,8,11,67,57,35,35,D
10,3,87,49,51,27,1,9,64,74,28,48,H
8,8,90,51,51,30,7,7,90,71,48,36,H
5,7,68,67,38,25,14,2,84,54,50,30,H
2,13,62,80,29,52,5,4,72,51,44,26,A
7,10,60,58,30,35,8,8,89,66,48,37,H
4,14,54,113,36,62,13,3,83,45,53,25,A
6,6,54,63,33,30,4,11,31,89,15,48,D
6,4,76,58,41,30,3,16,32,84,17,56,H
1,7,70,65,35,35,7,3,77,69,36,42,H
5,11,72,82,44,54,9,4,79,68,45,37,H
8,4,61,69,34,34,3,3,48,77,23,46,H
17,3,87,55,52,32,11,10,91,43,51,28,D
9,4,58,74,36,36,4,13,55,109,38,62,H
2,13,58,79,26,46,7,10,71,77,44,48,D
6,10,80,76,44,39,11,14,70,82,46,53,H
10,11,95,50,52,30,7,5,79,58,39,31,H
7,4,71,70,36,40,15,4,89,61,52,36,H
13,2,90,43,57,27,7,6,61,60,36,28,H
9,5,79,71,46,40,11,4,70,75,44,42,D
2,4,53,77,27,47,6,7,75,67,41,26,H
6,2,78,53,45,24,8,9,64,69,31,42,A
14,4,83,61,52,35,2,7,75,61,33,33,D
5,9,28,96,13,53,6,16,61,73,33,44,H
4,15,33,89,17,53,4,13,66,105,45,60,H
14,4,92,56,56,30,3,3,73,59,37,24,H
5,4,59,81,33,51,7,9,77,63,40,37,H
7,8,65,67,26,39,3,15,64,111,41,65,H
7,10,79,65,44,30,6,7,84,62,42,33,D
6,7,34,89,19,49,11,2,68,84,42,45,A
6,4,82,73,44,42,11,11,102,52,57,30,H
8,2,75,68,39,37,13,1,85,42,53,25,D
6,6,56,47,29,20,6,17,51,64,32,40,H
3,8,75,65,35,36,7,15,50,87,29,53,H
14,5,79,66,46,37,10,15,58,89,40,53,A
5,7,82,56,42,30,11,8,84,78,48,43,H
5,13,47,89,28,54,8,8,41,93,26,48,D
13,4,78,78,46,44,10,4,74,67,30,37,H
14,13,65,94,43,55,5,10,74,68,37,34,D
4,3,62,72,30,32,9,4,83,67,46,36,A
6,18,48,75,31,43,8,3,73,72,42,39,A
11,13,92,57,51,34,5,4,62,77,36,49,H
1,18,68,106,40,63,7,5,62,43,30,17,D
12,3,81,51,49,32,4,7,76,57,39,32,H
7,10,75,68,39,40,16,4,96,54,54,28,A
4,6,63,55,32,29,11,11,81,60,46,34,D
13,4,101,55,55,29,13,3,77,69,46,38,H
9,6,71,58,27,32,11,3,70,53,36,34,A
6,10,76,82,41,47,7,10,80,69,45,39,D
11,5,80,63,46,27,6,6,77,55,40,27,A
8,3,70,66,39,34,4,6,59,76,25,36,A
6,5,64,49,29,21,11,13,64,86,40,53,D
7,7,50,75,29,41,2,15,70,105,42,60,H
5,7,70,69,36,35,5,11,48,88,32,49,H
5,4,62,70,34,39,6,16,53,72,31,40,D
6,11,55,77,33,40,4,4,68,55,34,30,A
8,5,83,53,43,24,8,7,58,77,32,45,H
3,14,75,102,46,57,8,7,70,62,36,32,D
6,10,53,85,33,47,8,7,68,66,36,28,A
10,3,76,74,44,45,6,6,70,52,35,23,A
17,3,73,53,43,35,10,4,93,64,53,34,H
12,10,69,80,43,51,6,5,69,68,38,39,D
11,8,75,61,42,31,8,11,63,69,25,40,H
4,9,81,77,45,42,9,5,74,61,41,33,H
6,7,58,75,26,38,5,10,79,79,43,43,H
9,4,82,74,47,47,11,10,69,83,42,56,D
6,5,77,58,41,31,7,7,59,78,24,40,H
2,12,76,81,38,43,7,6,87,68,50,38,D
4,14,69,98,41,58,6,11,54,71,34,40,H
6,9,57,86,35,41,12,7,78,65,42,32,D
9,6,70,68,39,30,8,8,73,65,39,38,A
10,3,90,44,50,18,7,6,74,75,44,43,D
8,7,75,52,42,31,5,6,90,76,50,39,A
8,15,64,80,29,46,5,3,64,58,31,29,D
8,9,56,86,31,51,13,3,71,61,41,40,A
7,5,69,77,39,41,8,17,64,70,31,39,A
18,5,74,63,43,42,6,7,78,55,42,35,H
8,10,58,77,27,41,8,5,87,67,48,41,H
13,8,77,58,42,31,11,8,73,76,40,41,H
8,6,82,74,48,43,6,13,68,84,39,52,H
6,4,86,78,49,40,8,6,70,64,37,36,H
8,7,66,99,38,60,8,2,83,44,47,17,A
10,8,79,62,45,35,7,9,55,79,35,40,H
6,5,60,64,32,32,9,14,64,89,40,53,H
3,9,51,74,31,40,3,13,82,72,45,39,A
4,10,37,94,23,46,8,6,75,95,40,59,A
7,14,61,93,36,50,10,9,53,70,26,42,A
9,10,60,76,31,42,6,4,80,87,48,44,A
11,8,85,59,48,34,8,7,78,69,44,40,H
6,7,70,69,38,42,13,7,73,47,40,24,H
8,0,83,44,47,15,20,6,93,64,54,44,A
8,7,85,54,48,36,2,9,57,81,31,41,D
9,17,61,75,33,41,11,6,76,70,45,43,D
5,11,91,70,49,35,6,4,58,58,29,29,H
7,14,69,70,40,41,4,6,72,72,37,39,A
4,12,43,114,24,62,8,6,79,60,54,33,D
9,6,83,87,47,53,5,9,60,75,31,38,A
9,5,101,71,63,41,10,13,90,78,47,43,A
8,12,65,63,32,40,3,12,59,89,37,47,H
11,5,76,53,48,28,13,9,67,64,38,34,D
2,7,34,92,16,47,9,16,64,74,30,48,A
12,7,89,43,47,17,12,7,82,70,46,41,H
11,9,80,52,37,29,9,4,77,75,45,44,A
3,10,55,98,32,51,8,5,96,79,51,45,A
6,7,94,76,52,42,4,8,76,99,42,63,H
4,8,51,74,25,38,4,9,35,92,18,46,H
9,9,72,75,40,44,8,8,79,57,39,33,D
12,5,68,60,36,30,9,5,106,69,66,39,D
12,9,63,67,36,34,5,12,46,103,25,55,H
8,7,78,62,53,35,7,5,74,80,41,37,D
12,12,80,76,44,40,10,8,95,51,47,29,H
