atga_last_6,atgf_last_6,atsa_last_6,atsf_last_6,atsta_last_6,atstf_last_6,htga_last_6,htgf_last_6,htsa_last_6,htsf_last_6,htsta_last_6,htstf_last_6,FTR
11,8,73,85,42,47,5,11,43,96,24,53,H
7,4,85,56,42,29,4,10,91,72,51,40,D
8,7,71,64,34,31,8,13,61,69,31,46,H
13,5,114,43,63,20,15,6,89,65,43,39,H
4,9,62,99,39,59,7,6,77,57,45,30,A
8,8,71,60,42,35,5,7,65,60,34,33,H
16,6,79,77,42,40,10,2,68,64,36,27,H
6,9,68,59,36,34,4,6,92,59,52,37,A
8,12,51,96,29,49,8,6,65,71,41,39,D
4,7,52,70,24,34,4,14,58,104,33,53,H
7,5,81,51,35,28,11,7,74,73,43,40,A
5,9,72,60,42,34,6,10,83,74,47,37,D
10,7,70,66,46,39,9,7,72,71,43,39,H
7,15,58,81,31,54,5,10,70,56,36,32,A
8,12,52,89,30,46,12,9,77,76,40,44,A
3,13,42,91,25,52,10,8,66,65,43,40,D
5,11,55,93,30,50,10,7,79,62,44,35,A
7,11,65,75,37,36,8,15,48,100,30,54,H
6,6,94,55,53,32,15,6,111,45,62,22,H
16,8,90,74,49,44,4,10,58,94,37,56,H
8,6,77,55,43,28,14,6,70,77,43,40,A
6,15,56,84,31,56,8,7,88,48,41,28,D
5,9,71,63,40,37,6,7,56,65,26,32,H
7,9,65,71,37,42,14,6,84,80,41,45,A
10,3,73,75,44,37,7,8,69,60,38,33,H
6,7,103,46,52,23,4,13,40,93,21,54,H
13,11,66,72,42,35,11,7,80,66,45,38,A
6,10,70,61,36,38,10,4,81,74,38,38,A
7,21,48,99,30,60,4,14,59,94,34,52,A
7,9,65,63,36,37,16,7,92,67,50,35,D
14,6,106,44,60,22,7,6,85,59,47,30,H
4,12,56,82,35,49,6,9,80,64,46,35,H
5,10,52,81,22,41,9,8,68,63,45,37,D
15,3,75,74,47,35,5,12,54,95,28,62,D
10,3,70,76,40,33,8,6,85,60,46,37,H
7,12,89,63,54,40,14,5,73,74,43,36,H
14,4,88,74,47,37,15,6,95,42,53,21,A
3,14,59,92,32,50,7,6,61,67,32,38,D
9,5,87,51,50,30,6,11,56,91,24,47,D
10,8,73,61,51,35,7,16,78,77,41,51,H
6,6,75,54,38,26,6,7,110,43,56,21,D
12,6,87,64,50,39,8,21,46,103,26,63,H
5,13,51,91,24,57,11,7,67,70,42,36,D
4,12,37,100,19,57,6,13,59,84,41,54,H
15,5,94,60,50,33,11,4,67,77,40,38,D
12,4,87,56,50,34,3,5,68,59,35,24,A
4,20,45,98,22,58,7,12,70,84,45,52,H
12,7,79,75,40,39,8,8,92,60,58,40,H
6,10,54,86,27,57,5,5,62,63,32,38,A
5,7,104,41,51,23,8,3,96,42,53,26,D
16,7,84,46,48,22,14,7,79,56,51,32,D
3,11,57,93,35,47,6,17,60,86,31,53,A
13,9,67,70,46,38,13,4,108,55,58,27,A
5,10,46,102,26,57,11,3,62,89,39,48,H
12,5,67,66,43,34,5,9,46,97,19,50,H
13,9,73,64,52,37,11,6,76,50,45,22,A
9,6,65,92,41,52,11,4,62,68,36,34,H
7,12,65,91,41,53,3,11,53,91,34,44,H
5,6,59,68,29,41,4,5,93,39,44,21,D
11,4,97,64,55,36,9,6,86,62,48,40,D
6,16,61,81,27,49,7,9,54,93,32,54,D
8,9,88,64,53,44,11,5,69,57,41,30,A
8,3,89,50,49,29,6,11,62,84,33,50,H
4,5,71,62,40,26,5,17,61,85,30,49,H
12,5,77,59,44,35,11,9,80,64,58,39,H
4,12,40,103,17,55,13,7,87,74,48,40,A
15,6,92,64,55,35,10,4,76,54,41,35,H
10,9,86,63,67,41,5,14,60,70,27,42,H
3,4,94,46,49,22,11,3,102,59,60,32,H
7,11,64,81,35,48,11,5,90,52,53,22,D
11,4,86,68,47,44,9,10,70,86,42,49,H
11,7,65,69,41,37,7,4,71,50,39,30,H
4,23,56,100,28,59,3,12,45,92,20,53,A
4,11,54,73,32,33,7,7,81,63,47,40,A
6,7,50,84,32,49,5,6,59,72,26,45,H
9,3,61,62,36,33,10,7,56,94,38,56,D
8,9,73,95,45,52,4,17,60,75,26,49,A
9,4,85,56,53,24,7,6,64,45,35,29,A
6,6,62,45,33,26,8,6,53,81,35,48,H
5,6,57,74,25,45,6,9,90,66,68,42,A
9,5,79,59,41,34,10,4,93,73,48,47,H
8,8,75,89,47,50,16,7,84,63,48,34,H
12,8,49,86,33,52,4,20,53,95,24,59,H
7,6,100,61,60,34,7,9,64,82,36,50,H
3,11,50,95,26,53,11,3,62,61,34,32,D
9,4,80,49,52,19,3,10,60,77,32,37,H
5,14,61,75,29,46,11,8,65,59,40,32,D
7,6,84,63,52,37,5,2,89,59,47,29,H
7,4,62,90,26,51,8,7,71,63,40,29,A
7,7,81,55,54,26,9,7,69,71,38,36,H
9,16,75,91,37,49,7,7,79,58,35,18,D
10,8,94,71,56,38,5,6,81,94,47,62,H
10,9,86,71,48,47,11,8,85,73,48,37,D
6,7,69,74,35,34,13,4,96,84,53,42,D
10,7,78,50,43,29,13,2,56,84,33,40,H
8,9,47,74,22,47,2,7,75,67,38,42,H
14,9,105,55,65,29,9,6,77,65,26,32,A
7,16,55,117,28,65,2,21,68,102,36,55,H
8,5,76,56,44,25,8,15,59,116,30,63,H
2,17,71,95,37,48,12,6,101,61,64,31,D
7,7,63,79,35,41,11,10,91,68,50,43,H
6,8,83,91,44,54,7,8,68,79,31,32,A
6,9,77,80,40,42,9,13,82,83,42,43,D
9,4,49,97,26,51,7,10,38,75,17,48,D
11,5,90,84,47,45,11,5,92,39,54,22,D
3,9,61,65,24,40,15,7,113,57,69,29,A
10,6,74,77,26,38,6,6,61,84,27,45,H
5,5,76,66,32,24,8,6,82,55,53,28,D
9,6,43,64,20,38,9,5,87,76,44,42,A
11,9,82,67,43,41,5,6,48,88,22,43,D
7,7,68,74,30,29,8,10,83,76,45,39,H
12,9,100,70,61,33,9,4,87,52,55,22,H
6,6,94,69,56,35,4,5,74,72,30,27,H
11,5,87,39,55,23,2,11,65,98,30,46,H
5,7,67,79,32,45,6,8,79,98,39,54,D
6,5,88,57,53,29,9,6,75,79,29,40,H
9,11,62,108,33,60,5,9,64,70,22,45,A
9,13,73,85,36,45,7,7,67,72,35,34,A
6,9,73,99,37,55,10,12,72,79,36,39,H
6,6,45,90,17,47,7,6,68,71,32,25,H
7,9,64,70,26,44,12,4,93,46,59,30,H
2,11,68,100,36,50,6,5,91,46,54,24,A
8,6,82,74,41,41,8,12,56,106,32,59,H
7,8,64,69,34,33,5,8,68,71,34,39,H
7,4,90,60,53,25,7,5,92,68,53,36,D
10,7,65,85,26,43,10,8,88,65,47,35,A
4,5,76,73,30,29,9,7,43,66,19,40,H
8,12,81,76,41,41,12,7,105,70,62,34,H
7,6,72,58,38,22,8,5,75,80,38,32,H
6,5,85,67,45,37,7,4,83,55,48,28,D
7,5,56,81,24,46,7,5,87,55,49,28,H
2,6,64,66,27,35,13,7,101,84,54,38,D
7,8,76,94,39,51,7,7,75,72,37,39,H
5,4,82,65,47,33,6,6,72,73,33,28,D
11,5,97,52,62,34,7,11,60,84,27,41,H
8,9,70,67,30,39,9,12,86,73,40,38,A
2,10,68,99,35,50,10,8,64,81,33,39,H
8,12,47,66,20,39,7,9,55,103,29,58,A
6,5,83,57,46,30,8,5,73,60,39,24,H
7,6,70,78,36,34,10,7,89,85,45,46,D
11,9,94,84,53,42,5,4,83,67,50,35,H
6,6,78,78,36,34,4,6,66,83,38,42,H
8,10,73,77,37,40,3,8,66,80,31,46,D
6,10,61,82,32,44,8,9,74,65,34,39,D
7,6,94,56,55,26,8,12,52,64,25,37,A
10,9,89,70,42,35,7,6,84,70,47,39,D
7,8,59,83,33,45,7,6,55,88,22,53,D
7,8,46,98,26,59,10,5,91,55,61,38,A
7,9,84,72,43,36,10,4,93,55,61,33,A
10,8,73,77,35,36,8,7,53,81,21,51,H
12,10,100,85,57,40,9,7,81,56,42,29,D
7,6,92,50,50,23,10,8,75,88,34,47,H
4,8,52,77,27,42,6,5,81,76,44,39,D
7,6,82,71,39,35,8,12,51,62,28,33,D
9,7,85,61,48,36,8,8,66,63,34,37,D
6,7,59,78,40,43,9,6,76,71,42,34,H
6,5,77,76,43,37,3,7,63,87,35,48,A
4,8,53,86,28,55,4,9,64,88,34,51,A
8,6,80,61,42,28,6,6,62,69,40,39,H
9,7,79,67,44,30,10,7,76,72,34,33,A
6,11,52,67,31,36,8,11,77,75,40,38,H
8,6,63,70,27,38,6,10,50,83,25,48,H
6,5,69,90,39,49,7,7,95,60,53,36,H
11,6,82,63,51,39,11,8,98,90,51,38,H
11,10,74,89,38,49,3,10,56,86,29,58,A
6,6,78,75,44,41,10,8,94,55,51,27,H
7,6,63,75,33,43,6,5,83,64,41,38,A
6,8,71,91,39,52,6,8,81,81,46,38,D
8,4,71,72,35,38,10,5,90,58,48,22,H
6,7,56,73,31,43,7,9,83,65,46,31,D
10,10,94,60,55,29,4,10,53,84,27,51,H
8,10,82,78,51,39,12,6,86,73,53,44,H
11,5,66,80,29,39,8,8,69,92,38,54,A
9,8,104,87,53,42,8,14,75,82,38,41,D
5,10,60,80,31,52,8,6,79,80,43,47,A
5,7,101,55,49,33,8,5,80,62,43,36,D
7,5,59,101,35,52,9,10,62,64,36,33,D
4,9,59,73,35,41,12,11,75,85,40,49,H
6,9,80,75,45,38,10,4,77,67,42,39,D
9,15,76,97,39,53,4,8,60,73,32,41,H
11,8,63,97,33,55,8,4,52,101,29,55,D
12,9,84,75,52,43,15,10,92,59,56,29,H
7,5,73,64,39,40,7,11,57,85,29,54,H
12,12,80,92,45,54,6,6,98,45,50,28,D
9,7,87,68,50,30,11,11,85,80,52,42,H
9,9,74,56,48,28,11,7,69,73,30,35,H
11,8,83,75,47,44,5,8,75,68,46,39,H
2,8,57,75,28,42,9,7,84,70,49,29,A
9,10,111,89,59,46,7,11,77,77,43,44,A
5,10,66,70,38,42,11,5,83,51,55,23,H
10,6,73,74,40,44,12,8,66,95,37,52,D
10,9,59,81,29,42,14,8,85,73,48,43,H
6,11,77,86,42,49,9,4,80,60,45,38,D
13,12,86,56,54,30,9,15,85,90,45,45,H
8,3,55,97,30,51,11,13,75,91,40,54,D
7,7,101,48,52,27,14,7,77,75,50,44,H
8,12,62,80,33,50,4,15,50,87,27,57,H
10,6,88,67,51,24,14,11,82,62,51,38,D
8,13,90,84,50,44,6,9,80,83,50,44,H
10,6,60,91,33,46,3,9,57,78,24,44,A
8,5,79,63,45,38,12,7,66,81,40,47,A
5,10,54,97,23,55,12,7,88,52,54,26,A
5,9,72,88,46,45,4,14,50,83,28,57,H
9,5,87,70,50,22,8,3,76,60,39,41,A
6,11,73,82,41,44,14,10,84,68,51,38,A
8,12,70,90,39,51,14,9,82,64,42,38,A
10,10,56,79,27,39,8,12,80,86,43,47,H
7,4,56,99,26,51,8,12,69,80,41,48,H
10,7,75,72,43,37,10,8,84,63,51,25,D
3,14,48,83,24,57,6,5,99,43,53,22,D
14,7,83,71,44,41,6,13,69,85,30,50,H
10,4,67,68,36,44,4,10,71,74,39,41,A
8,9,115,78,59,43,7,6,72,75,49,38,A
13,7,90,63,55,33,8,13,88,83,50,47,H
12,8,75,68,48,38,10,8,60,80,30,42,A
12,8,67,75,40,44,8,9,63,77,36,42,A
9,13,65,78,38,48,8,6,79,66,46,38,D
6,11,85,85,46,48,10,4,61,90,31,45,H
10,13,58,80,36,49,4,4,90,37,45,15,A
6,6,91,73,52,41,8,8,60,78,31,44,H
6,9,127,76,61,39,5,13,69,85,31,50,H
9,7,73,71,37,35,6,8,65,74,36,42,H
13,9,80,60,48,37,7,4,71,94,45,46,H
10,6,68,62,37,39,6,11,88,76,50,43,H
4,15,50,86,23,57,12,9,53,89,30,47,A
9,7,63,72,38,41,8,9,78,68,45,26,H
16,5,78,68,42,39,7,5,48,88,24,45,D
15,7,93,62,55,34,10,7,82,60,49,39,A
6,7,65,75,38,41,3,15,55,75,25,50,H
11,10,52,91,29,47,7,5,70,65,38,40,H
7,4,87,34,45,13,4,7,123,72,53,39,A
4,13,61,91,28,50,7,14,50,86,31,53,D
4,5,68,92,40,44,17,8,79,68,47,38,A
7,10,56,84,28,45,9,8,78,68,44,38,H
9,7,78,59,42,39,6,5,91,59,49,31,D
4,9,88,79,47,46,9,5,67,76,32,37,H
7,8,83,64,45,23,10,7,84,69,50,38,H
9,8,63,79,33,46,9,6,61,68,35,41,H
10,8,60,78,31,43,6,8,117,75,56,47,H
6,7,75,66,39,39,7,7,77,59,40,36,D
5,10,49,82,27,51,11,8,77,69,40,27,A
6,8,108,75,52,47,13,6,52,96,31,48,H
6,6,82,66,46,36,7,7,74,64,41,33,H
7,4,63,57,34,35,4,12,67,77,34,40,H
10,8,81,68,46,35,9,7,61,79,32,41,H
14,6,73,70,42,36,8,5,82,44,49,19,D
6,6,73,83,34,45,10,8,53,76,27,41,D
9,11,80,75,43,42,4,5,68,86,40,37,D
4,15,50,76,22,45,5,8,95,72,51,38,D
12,7,58,83,30,48,8,7,68,57,39,35,A
4,7,89,78,50,39,7,11,70,73,38,37,D
5,7,72,65,39,31,5,7,68,69,35,37,H
8,5,84,51,45,20,3,8,63,68,26,38,H
5,6,63,85,29,42,7,8,102,68,49,39,A
6,13,64,80,38,45,12,7,75,78,39,37,H
6,6,80,52,38,33,4,11,45,86,26,55,H
11,7,84,63,46,30,7,7,80,77,43,43,D
14,6,50,94,26,47,10,7,96,55,50,26,H
8,8,48,94,27,47,7,4,78,67,40,35,A
3,12,58,77,21,37,9,8,97,71,50,41,A
11,6,88,82,49,42,9,6,87,50,45,30,A
5,9,66,65,34,31,9,9,61,82,29,51,H
7,11,49,95,32,51,6,7,64,83,28,43,A
9,9,88,72,44,41,3,14,34,98,17,64,H
10,7,94,67,49,37,5,13,58,80,23,40,H
10,5,90,56,51,30,14,5,61,107,35,63,D
7,9,68,78,40,38,3,8,67,64,34,33,H
6,7,72,58,41,27,8,10,66,84,34,53,H
11,6,80,54,49,30,10,4,79,66,46,35,H
4,7,89,82,49,45,9,8,109,59,67,33,A
5,12,70,79,43,44,12,4,97,44,49,16,D
12,8,82,65,47,32,12,8,82,68,47,41,A
3,7,57,71,29,39,9,8,101,67,52,38,D
14,9,79,73,53,43,10,8,82,72,39,42,H
14,7,60,113,34,64,6,11,64,82,40,47,H
3,13,28,107,17,66,5,8,70,62,43,31,D
8,9,71,81,32,44,8,5,73,53,42,19,H
10,3,75,67,42,35,3,6,80,75,43,42,H
8,8,104,64,63,34,10,5,96,60,52,32,H
5,15,59,88,25,47,10,5,80,57,49,31,H
13,6,95,55,49,23,12,8,82,67,49,35,A
7,10,62,81,31,55,6,14,43,106,27,61,A
11,6,85,56,51,33,5,15,37,105,20,67,H
8,8,80,57,46,20,12,6,101,56,54,23,H
7,12,70,66,45,31,11,8,94,67,59,35,D
8,7,99,61,51,33,17,11,91,65,62,37,D
12,9,92,62,52,35,4,10,66,75,31,50,D
6,10,72,84,45,48,6,14,48,97,22,51,H
4,6,76,75,38,41,9,11,80,60,37,35,A
12,7,78,72,47,42,14,6,67,109,39,62,D
12,12,82,82,44,53,11,4,76,69,42,36,H
7,13,44,108,29,58,4,9,54,72,25,44,D
7,11,65,65,41,32,9,7,98,64,48,26,A
11,6,91,43,53,23,15,8,80,107,47,65,D
5,7,80,73,44,37,17,10,88,66,60,33,H
9,6,75,65,40,22,5,14,37,104,19,64,H
8,8,93,60,58,32,8,8,102,60,51,35,H
11,9,80,63,39,38,12,12,86,76,46,47,H
9,5,69,70,39,37,7,8,63,64,40,32,D
6,14,56,90,29,50,12,9,91,60,50,30,A
15,11,95,65,59,35,12,6,93,46,56,23,H
4,6,65,72,30,46,8,10,75,82,45,52,D
3,10,61,78,24,49,15,8,78,79,48,47,H
13,9,74,114,43,72,8,5,66,67,37,25,D
6,18,50,97,27,55,4,10,40,116,27,57,H
9,4,69,61,42,23,11,11,79,83,49,52,H
11,12,85,74,48,44,7,8,70,68,43,36,A
15,8,91,62,54,29,9,11,73,91,42,56,H
13,8,89,64,46,40,5,15,39,100,23,60,D
8,11,93,64,49,42,9,5,72,73,38,40,H
12,7,71,112,44,72,10,5,89,64,42,24,A
11,6,97,55,59,30,4,6,71,69,29,46,H
8,14,61,86,37,53,4,9,68,71,30,43,H
6,7,69,85,36,42,8,7,80,51,45,27,D
4,12,49,116,32,60,17,10,99,54,64,29,A
12,5,85,59,44,24,10,12,76,77,42,47,D
8,8,69,65,42,38,10,4,74,59,45,27,H
8,14,67,91,41,56,9,10,75,84,36,46,D
9,8,70,75,39,43,9,12,72,81,43,47,H
5,12,38,95,20,54,11,10,63,97,36,57,D
17,9,100,62,62,30,12,8,85,64,59,37,D
8,10,80,53,45,27,11,12,84,64,44,40,A
6,7,74,74,37,50,9,11,68,83,40,52,H
8,6,79,58,46,26,13,8,75,71,42,33,H
5,9,69,73,33,43,12,7,94,60,51,36,A
6,8,75,83,40,47,5,13,60,107,35,60,H
14,8,69,71,45,32,7,11,39,90,22,50,D
6,8,70,75,36,41,8,5,83,51,50,23,H
11,10,73,64,41,35,8,12,61,95,36,60,D
7,11,78,50,42,27,11,8,66,75,39,44,H
5,11,54,109,29,60,8,8,75,61,45,32,D
5,10,60,72,26,40,11,10,70,80,40,50,H
8,10,74,77,44,44,6,12,82,89,49,56,A
8,9,73,96,35,51,12,9,71,68,36,38,D
16,10,112,57,59,28,7,8,79,74,42,48,H
13,5,91,52,48,31,7,8,81,64,43,35,H
7,9,57,86,34,51,10,10,81,57,48,31,A
7,6,84,56,48,29,8,8,70,100,31,52,H
9,12,70,80,40,55,14,3,84,56,46,32,A
9,6,86,51,53,26,13,8,82,61,51,25,D
10,7,60,71,32,36,4,8,63,108,32,56,H
9,11,87,83,50,48,8,8,68,81,37,45,H
7,10,85,76,45,50,8,13,74,81,41,46,H
8,8,66,76,38,49,10,11,69,62,37,35,H
6,9,42,90,20,51,14,7,102,56,54,27,A
5,11,75,66,40,38,7,9,71,72,39,40,H
8,10,62,65,32,37,11,11,101,81,59,47,A
10,6,77,67,49,25,5,12,57,86,36,53,H
3,9,67,115,35,65,8,12,59,77,33,52,A
14,3,78,52,45,29,10,6,86,47,53,27,H
8,3,72,71,40,36,16,7,111,54,57,28,A
7,11,70,80,39,43,3,8,38,93,18,48,D
7,13,73,86,38,52,9,8,75,70,45,47,D
8,8,91,46,53,26,4,12,67,111,33,67,H
4,7,45,88,23,46,9,9,72,96,33,53,D
10,12,72,70,42,47,11,10,69,101,32,57,D
7,8,91,75,52,46,11,10,73,66,46,38,D
8,5,73,72,44,39,14,2,77,51,44,26,H
5,12,49,86,31,51,7,9,75,90,39,51,H
8,8,99,43,55,25,7,11,74,76,43,43,H
10,9,107,75,59,43,4,13,61,111,29,63,H
9,6,82,72,48,45,18,5,95,60,52,33,D
9,8,83,51,52,29,8,11,60,79,34,44,D
7,9,54,92,28,51,6,10,69,96,38,54,H
8,8,73,66,38,33,12,6,82,67,50,27,A
11,10,69,72,40,39,9,9,81,48,50,28,H
7,10,77,96,41,59,8,9,80,78,46,43,H
8,8,59,69,35,36,11,13,85,64,48,40,H
7,11,80,85,48,45,14,6,71,50,42,26,A
5,10,60,78,35,46,8,7,70,73,42,42,D
8,11,70,59,40,33,15,6,89,76,47,39,D
9,9,82,93,42,55,9,5,75,74,45,31,H
10,11,71,95,32,56,3,13,59,109,31,63,H
12,6,111,70,62,39,6,8,74,63,38,30,H
9,6,83,68,45,45,4,15,67,81,38,48,H
5,9,63,99,31,56,9,10,59,95,35,51,H
14,6,84,62,47,29,12,7,99,48,57,28,D
8,8,66,74,42,46,7,7,52,70,30,36,D
17,6,66,55,41,30,8,6,89,89,44,49,A
6,9,70,68,37,38,5,10,68,64,41,38,H
11,7,90,49,46,25,10,5,79,65,42,40,H
12,5,80,73,42,40,9,9,74,92,38,53,D
6,4,71,79,37,30,14,4,123,62,69,33,D
4,13,66,109,36,62,3,8,55,98,23,56,H
7,9,66,86,39,42,5,11,66,61,36,34,H
11,12,87,63,50,39,12,4,77,56,38,27,H
3,15,62,73,34,43,5,11,79,79,46,40,A
10,10,76,86,40,50,8,9,68,73,38,42,H
5,10,68,58,42,32,12,11,83,73,49,42,H
13,6,80,62,39,32,16,8,73,62,46,35,A
4,9,63,97,28,56,5,3,87,63,46,27,D
9,7,85,95,42,52,11,4,76,78,46,41,H
7,8,51,69,29,38,10,10,71,81,44,36,A
8,12,79,77,45,41,12,6,90,45,48,21,A
7,7,76,70,38,45,5,13,66,108,38,63,D
11,10,69,90,39,51,5,18,69,79,40,50,A
15,5,105,75,59,43,8,7,69,65,45,37,H
6,10,66,65,32,35,6,10,66,75,34,44,H
14,9,69,68,40,40,14,5,106,82,60,51,A
7,14,68,102,40,57,4,8,75,67,46,35,H
13,5,93,46,52,18,9,9,69,89,36,47,H
6,4,77,62,39,27,10,8,77,59,35,29,A
10,10,72,70,49,42,8,9,62,56,31,31,A
6,8,62,77,32,41,11,9,88,93,44,49,A
11,8,80,80,44,43,3,6,63,88,28,51,H
11,8,67,89,43,44,8,11,76,82,41,39,D
11,10,93,70,50,37,8,5,78,66,36,41,D
5,17,60,76,30,43,6,8,61,70,37,38,H
9,5,98,64,45,38,5,7,81,56,49,21,H
5,19,59,124,38,69,13,8,87,64,46,31,A
8,7,82,70,46,34,5,22,107,101,63,66,H
8,3,82,71,37,41,6,7,74,76,41,39,D
3,7,68,79,26,44,8,5,87,67,46,31,A
7,5,69,84,37,45,7,4,73,82,38,50,H
6,4,86,54,52,23,9,4,94,57,54,31,H
7,12,52,109,31,55,16,8,94,56,53,38,A
21,5,102,57,60,41,10,4,101,60,52,36,A
15,7,93,53,54,27,9,5,75,88,43,48,D
5,6,79,58,41,31,9,6,81,70,44,37,H
7,10,83,88,47,54,8,4,75,59,46,26,H
4,22,106,107,61,70,7,9,67,84,37,45,D
5,9,82,65,49,30,5,19,56,117,37,62,H
8,6,67,76,33,38,8,17,60,110,38,58,H
7,8,70,73,40,40,16,10,77,107,44,64,H
10,11,82,106,52,64,4,9,84,83,34,49,D
9,4,81,79,44,39,8,4,83,64,39,36,H
6,5,74,75,37,43,8,7,87,64,53,30,A
8,9,78,66,41,39,19,6,98,65,60,48,A
9,8,78,76,43,38,8,8,67,85,34,45,D
13,5,103,63,57,41,6,10,80,83,37,46,H
8,7,84,58,45,29,11,2,90,75,51,42,D
8,18,63,95,39,51,10,5,71,96,45,51,H
10,7,70,71,35,36,7,10,80,84,46,51,A
4,20,58,115,39,63,5,20,100,90,57,52,A
7,5,70,58,40,27,15,12,72,117,40,69,H
9,13,67,97,38,60,13,7,96,53,54,30,A
8,13,52,107,27,61,8,15,62,93,36,50,A
9,13,100,77,56,45,11,9,71,73,37,39,A
13,4,91,92,60,53,4,21,55,112,37,63,H
14,8,96,58,57,32,7,8,87,79,50,42,D
10,8,92,52,56,25,8,11,78,72,43,41,D
18,5,99,73,61,52,10,9,92,59,50,37,H
8,6,72,93,40,51,6,7,70,67,36,41,A
8,10,78,83,44,50,14,3,97,62,58,36,A
8,6,72,85,42,45,5,14,64,91,34,57,H
5,9,76,83,33,47,10,5,63,56,38,28,A
10,7,71,74,40,40,6,12,72,81,32,46,H
5,21,55,107,34,62,11,7,86,83,52,48,A
8,12,72,71,40,42,9,9,98,71,54,42,H
8,6,70,63,38,38,11,17,54,102,32,61,H
12,16,61,89,37,52,16,10,96,60,55,34,A
9,11,85,75,48,43,10,8,88,55,54,27,H
10,12,82,69,45,44,7,8,79,90,45,47,D
13,5,49,63,29,31,16,6,106,61,64,42,H
6,15,66,96,36,59,7,11,86,77,48,47,A
13,3,81,71,53,40,14,5,92,91,58,49,H
14,6,84,63,47,37,13,3,77,75,55,43,D
14,10,104,74,65,51,8,6,75,59,40,34,H
8,10,76,89,45,56,9,8,78,72,44,38,D
8,7,87,74,48,44,10,9,87,71,47,42,A
7,17,53,90,31,52,11,11,90,73,47,45,A
6,13,76,70,36,39,5,22,59,105,32,59,H
12,8,88,91,53,55,11,5,72,71,42,36,H
14,6,89,84,54,45,14,5,61,63,38,32,A
3,8,64,103,32,55,9,16,62,81,38,51,A
11,10,76,57,48,31,7,14,87,80,54,51,H
14,5,69,91,50,50,7,7,80,73,45,40,A
8,10,81,84,48,56,8,16,57,87,32,52,D
10,7,58,77,35,42,13,11,97,79,60,54,A
12,8,87,84,56,50,10,13,66,84,37,49,H
8,11,84,61,44,38,7,7,82,74,46,42,D
15,8,98,76,57,44,12,10,98,69,55,41,H
14,8,86,65,50,38,16,6,57,66,37,31,H
6,14,87,86,51,53,9,8,65,67,37,38,A
6,23,62,99,36,60,3,8,71,98,31,52,D
12,9,79,54,48,28,7,8,85,75,47,44,D
10,10,93,73,60,51,6,15,83,93,49,59,H
7,16,51,94,30,57,13,7,70,84,51,45,A
10,7,76,69,44,40,11,9,94,72,52,38,D
11,12,94,71,50,43,7,20,74,87,41,51,H
9,11,59,80,29,46,8,10,82,59,45,38,A
7,6,83,72,45,41,13,9,75,76,43,46,H
8,6,77,80,46,46,12,7,71,47,41,22,A
15,9,64,63,44,30,8,9,51,82,33,52,A
7,6,80,78,46,44,13,7,94,66,61,40,H
4,7,66,100,30,52,9,5,84,75,50,49,H
6,8,51,84,32,51,6,18,50,90,30,56,H
9,6,67,46,36,19,12,7,105,72,67,49,A
11,9,99,74,53,36,4,6,75,103,40,53,H
12,9,95,68,62,40,7,6,70,81,41,48,H
9,8,92,63,50,40,15,10,103,61,62,37,H
7,6,87,90,53,61,8,7,82,70,46,42,H
14,6,72,78,50,40,11,6,77,67,38,39,A
14,12,73,80,42,46,7,6,75,88,45,52,H
4,16,84,107,51,67,15,8,71,56,47,28,H
7,21,71,93,37,57,8,11,66,94,33,54,H
12,5,81,72,42,42,14,12,86,64,47,40,A
16,13,89,62,55,38,6,5,48,80,31,45,D
12,8,104,74,68,53,6,5,92,87,54,60,H
6,7,74,70,40,36,13,9,93,61,56,38,D
8,13,65,93,34,54,14,8,72,73,48,39,D
13,9,77,61,54,33,14,8,101,59,66,35,A
3,6,69,99,32,53,8,7,76,60,43,30,A
5,16,52,93,29,58,8,16,72,81,36,49,H
8,6,63,92,39,54,5,15,75,113,50,72,H
2,9,62,91,37,58,12,8,106,72,61,35,A
14,11,105,56,63,33,13,8,91,60,61,38,D
11,7,100,80,65,56,13,10,86,69,47,47,A
3,11,55,92,28,58,8,5,82,66,47,33,A
5,4,83,53,43,24,6,6,48,90,26,49,H
2,10,55,103,29,64,6,5,88,96,51,64,A
11,10,81,59,57,33,7,14,75,78,42,49,H
11,7,81,75,49,42,12,6,86,72,52,42,A
7,4,69,87,46,50,11,7,103,71,60,30,A
3,6,75,101,34,58,13,9,75,70,48,37,D
4,11,67,91,33,49,4,13,71,107,46,71,D
5,14,59,82,33,57,10,10,90,80,53,46,D
4,6,42,89,24,49,8,7,71,95,46,60,D
8,3,81,64,46,31,9,10,81,52,57,27,D
14,11,82,73,44,46,3,6,81,101,41,58,D
8,4,94,83,55,52,5,11,70,99,35,51,D
14,6,86,83,54,47,12,4,108,68,66,45,A
10,8,80,72,46,40,2,14,59,102,34,67,H
14,7,96,65,68,35,4,10,56,88,28,57,D
4,11,65,115,36,73,13,11,111,65,66,40,A
11,7,104,70,65,30,6,4,78,48,39,25,D
11,7,78,85,48,47,3,5,68,120,38,68,H
9,5,105,79,62,49,13,10,110,66,60,40,D
12,9,89,72,46,46,2,18,59,106,33,69,A
12,5,91,60,53,34,6,8,82,42,53,22,D
13,7,106,67,76,38,12,3,104,64,64,42,D
10,5,94,73,62,29,4,9,55,91,28,60,H
6,3,68,69,39,34,4,11,70,105,38,61,A
4,11,68,114,39,72,6,5,77,46,39,23,D
